_id,BALCONY_GUARDS,CONFIRMED_STOREYS,CONFIRMED_UNITS,ELEVATORS,ENTRANCE_DOORS_WINDOWS,ENTRANCE_LOBBY,EVALUATION_COMPLETED_ON,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,GARBAGE_BIN_STORAGE_AREA,GARBAGE_CHUTE_ROOMS,GRAFFITI,INTERIOR_LIGHTING_LEVELS,INTERIOR_WALL_CEILING_FLOOR,INTERNAL_GUARDS_HANDRAILS,NO_OF_AREAS_EVALUATED,OTHER_FACILITIES,PARKING_AREA,PROPERTY_TYPE,RESULTS_OF_SCORE,RSN,SCORE,SECURITY,SITE_ADDRESS,STAIRWELLS,STORAGE_AREAS_LOCKERS,WARD,WATER_PEN_EXT_BLDG_ELEMENTS,YEAR_BUILT,YEAR_REGISTERED
2103,4.0,6,94,4.0,4.0,4.0,12/07/2018,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,18,,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152679,81.0,4.0,2225  EGLINTON AVE E,4.0,,20,3.0,1971.0,2017.0
2104,4.0,7,107,3.0,4.0,5.0,11/28/2017,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152682,77.0,3.0,2239  EGLINTON AVE E,4.0,,20,3.0,1960.0,2017.0
2105,,18,275,3.0,4.0,5.0,02/25/2019,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153102,73.0,5.0,730  ST CLARENS AVE ,3.0,3.0,09,4.0,1974.0,2017.0
2106,3.0,21,352,3.0,2.0,3.0,02/26/2019,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,18,,3.0,PRIVATE,Building Audit,4153103,50.0,3.0,1011  LANSDOWNE AVE ,1.0,,09,3.0,1973.0,2017.0
2107,,4,23,,4.0,4.0,12/18/2017,4.0,4.0,4.0,4.0,,3.0,2.0,3.0,3.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153110,71.0,3.0,927  ST CLAIR AVE W,3.0,,09,4.0,1929.0,2018.0
2108,,4,24,,3.0,2.0,02/28/2019,4.0,3.0,3.0,3.0,,4.0,3.0,2.0,3.0,13,,,PRIVATE,Evaluation needs to be conducted in 1 year,4153112,58.0,3.0,923  ST CLAIR AVE W,2.0,,09,3.0,1930.0,2017.0
2109,4.0,8,135,4.0,4.0,4.0,02/01/2019,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,19,5.0,4.0,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4153554,83.0,5.0,33  HAHN PL ,4.0,,10,4.0,1980.0,2017.0
2110,3.0,7,155,4.0,3.0,3.0,01/08/2019,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,20,3.0,4.0,TCHC,Evaluation needs to be conducted in 2 years,4153572,68.0,5.0,310  DUNDAS ST E,3.0,3.0,13,4.0,1980.0,2017.0
2111,3.0,4,41,4.0,4.0,4.0,01/17/2019,4.0,4.0,3.0,4.0,,5.0,5.0,4.0,4.0,18,4.0,4.0,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4153577,82.0,5.0,179  BROADVIEW AVE ,5.0,,14,4.0,1992.0,2017.0
2112,,3,25,,3.0,3.0,01/09/2018,3.0,3.0,3.0,3.0,,5.0,3.0,4.0,3.0,14,,3.0,TCHC,Evaluation needs to be conducted in 2 years,4153578,66.0,3.0,230  RIVER ST ,4.0,,13,3.0,1961.0,2017.0
2113,,3,16,,3.0,3.0,10/30/2017,3.0,3.0,3.0,3.0,,5.0,3.0,3.0,4.0,16,3.0,3.0,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153579,66.0,4.0,434  GERRARD ST E,3.0,,13,4.0,1891.0,2017.0
2114,,4,15,,3.0,3.0,02/05/2019,2.0,4.0,4.0,4.0,,5.0,3.0,3.0,3.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4153580,64.0,4.0,26  GIFFORD ST ,2.0,,13,2.0,1930.0,2017.0
2115,4.0,3,31,4.0,5.0,4.0,03/13/2019,4.0,4.0,4.0,4.0,,5.0,4.0,4.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154593,82.0,4.0,3888  BATHURST ST ,4.0,3.0,06,5.0,1958.0,2017.0
2116,4.0,4,28,,3.0,3.0,10/05/2017,3.0,3.0,3.0,4.0,,5.0,3.0,3.0,3.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154595,68.0,4.0,3884  BATHURST ST ,3.0,,06,3.0,1960.0,2017.0
2117,3.0,4,58,3.0,3.0,3.0,10/05/2017,4.0,4.0,3.0,4.0,,4.0,4.0,3.0,3.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154596,66.0,3.0,3880  BATHURST ST ,3.0,,06,3.0,1960.0,2017.0
2118,4.0,6,50,4.0,4.0,4.0,02/14/2019,4.0,4.0,4.0,4.0,,5.0,3.0,4.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154610,78.0,3.0,4340  BATHURST ST ,4.0,3.0,06,5.0,1960.0,2017.0
2119,3.0,17,259,4.0,4.0,4.0,01/14/2019,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,20,3.0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154623,76.0,4.0,155  ANTIBES DR ,4.0,4.0,06,4.0,1960.0,2017.0
2120,4.0,7,51,3.0,4.0,4.0,01/09/2018,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,18,,3.0,TCHC,Evaluation needs to be conducted in 2 years,4154968,74.0,4.0,154  VAUGHAN RD ,3.0,,12,3.0,1983.0,2017.0
2121,,4,40,,4.0,4.0,10/19/2017,3.0,3.0,3.0,4.0,,5.0,4.0,4.0,4.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154972,76.0,4.0,210  WYCHWOOD AVE ,4.0,,12,4.0,1930.0,2017.0
2122,,3,52,,4.0,4.0,11/01/2017,2.0,4.0,3.0,3.0,,5.0,4.0,4.0,4.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154998,70.0,3.0,1660  BATHURST ST ,4.0,3.0,12,3.0,1941.0,2017.0
2123,,4,30,,4.0,4.0,02/28/2019,3.0,3.0,3.0,3.0,,4.0,4.0,4.0,3.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155503,68.0,3.0,2515  LAKE SHORE BLVD W,4.0,,03,3.0,1950.0,2017.0
2124,,4,27,,3.0,3.0,11/14/2017,4.0,3.0,4.0,3.0,,5.0,3.0,4.0,3.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155508,68.0,3.0,2696  LAKE SHORE BLVD W,3.0,,03,4.0,1955.0,2017.0
2125,,3,11,,3.0,3.0,03/14/2019,3.0,3.0,4.0,3.0,,3.0,3.0,3.0,3.0,13,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4155514,62.0,,8  LAKE SHORE DR ,3.0,,03,3.0,1960.0,2017.0
2126,4.0,3,10,,4.0,4.0,03/12/2019,5.0,4.0,4.0,4.0,,5.0,3.0,4.0,4.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155521,81.0,5.0,115  EIGHTH ST ,4.0,,03,4.0,1960.0,2019.0
2127,,3,23,,4.0,4.0,03/15/2019,4.0,4.0,4.0,4.0,,4.0,4.0,3.0,3.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155527,75.0,4.0,66  FIFTEENTH ST ,4.0,,03,3.0,1957.0,2017.0
2128,4.0,5,91,4.0,4.0,4.0,11/29/2017,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,20,4.0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155901,76.0,4.0,88  SPADINA RD ,3.0,3.0,11,3.0,2009.0,2017.0
2129,,16,132,3.0,4.0,4.0,12/28/2018,4.0,2.0,4.0,3.0,2.0,5.0,3.0,2.0,3.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155911,68.0,4.0,22  WILLOWRIDGE RD ,2.0,,01,4.0,1971.0,2017.0
2130,,11,158,3.0,3.0,3.0,10/13/2017,4.0,3.0,3.0,3.0,4.0,5.0,2.0,3.0,3.0,17,,4.0,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4155915,67.0,4.0,2015  LAWRENCE AVE E,3.0,,21,4.0,1994.0,2017.0
2131,,4,14,,4.0,4.0,01/18/2019,4.0,4.0,5.0,4.0,,5.0,4.0,4.0,3.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155924,83.0,5.0,14  BEXHILL CRT ,4.0,4.0,02,4.0,1952.0,2017.0
2132,,17,146,,,,,,,,,,,,,,0,,,PRIVATE,,4594874,,,40  MEADOWGLEN PL ,,,24,,2019.0,2019.0
2133,,3,44,4.0,3.0,4.0,01/10/2019,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,18,4.0,3.0,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4479579,76.0,4.0,419  COXWELL AVE ,4.0,,19,3.0,2003.0,2019.0
2134,,3,14,,4.0,4.0,03/20/2019,3.0,4.0,4.0,,,,3.0,4.0,3.0,14,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4476597,76.0,4.0,983  KINGSTON RD ,4.0,4.0,19,4.0,1925.0,2018.0
2135,3.0,3,16,,4.0,3.0,02/28/2019,4.0,4.0,4.0,4.0,,3.0,4.0,3.0,2.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4379646,72.0,4.0,1212  BLOOR ST W,4.0,,09,4.0,1923.0,2018.0
2136,,3,11,,3.0,4.0,02/07/2019,3.0,4.0,3.0,3.0,,5.0,3.0,3.0,4.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4457114,68.0,3.0,1161  O'CONNOR DR ,4.0,,19,3.0,1953.0,
2137,,3,12,,3.0,3.0,05/18/2018,3.0,4.0,3.0,3.0,,5.0,3.0,3.0,3.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4316602,67.0,3.0,995  O'CONNOR DR ,4.0,,19,4.0,1951.0,2018.0
2138,,4,12,,4.0,3.0,01/31/2019,4.0,4.0,3.0,2.0,,5.0,2.0,3.0,3.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4234487,64.0,4.0,300  THE KINGSWAY  ,2.0,,02,4.0,1970.0,2017.0
2139,,4,15,,4.0,4.0,02/12/2018,3.0,4.0,4.0,4.0,,4.0,5.0,4.0,2.0,17,4.0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4317588,76.0,3.0,3015 A  QUEEN ST E,4.0,4.0,20,4.0,1954.0,2018.0
2140,4.0,8,135,4.0,4.0,4.0,12/21/2017,4.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,20,4.0,2.0,TCHC,Evaluation needs to be conducted in 2 years,4274213,75.0,4.0,20  VANAULEY ST ,3.0,3.0,10,4.0,1986.0,2017.0
2141,4.0,29,554,3.0,3.0,3.0,10/19/2017,3.0,3.0,4.0,4.0,2.0,5.0,3.0,3.0,3.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4240826,66.0,4.0,240  WELLESLEY ST E,3.0,,13,4.0,1968.0,2017.0
2142,3.0,16,170,3.0,4.0,5.0,12/27/2018,3.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,20,5.0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4221312,72.0,5.0,360  BLOOR ST W,2.0,3.0,11,3.0,1970.0,2017.0
2143,5.0,4,27,,4.0,4.0,12/28/2018,3.0,3.0,4.0,4.0,,5.0,3.0,5.0,4.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4273164,78.0,4.0,133  GAMBLE AVE ,3.0,4.0,14,3.0,1960.0,2017.0
2144,,3,16,,2.0,2.0,03/22/2019,3.0,2.0,2.0,2.0,,3.0,3.0,3.0,3.0,14,,3.0,PRIVATE,Building Audit,4250094,50.0,2.0,81  WILSON PARK RD ,2.0,,04,3.0,1922.0,2018.0
2145,,3,29,,,,02/28/2019,,,,,,,,,,0,,,PRIVATE,Evaluation needs to be conducted in 1 year,4153776,59.0,,1674  BAYVIEW AVE ,,,15,,1958.0,2017.0
2146,4.0,18,126,4.0,4.0,4.0,12/20/2017,3.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,20,4.0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4263113,73.0,4.0,642  SHEPPARD AVE E,3.0,3.0,17,3.0,1970.0,2017.0
2147,,3,47,,4.0,4.0,03/14/2019,4.0,4.0,4.0,4.0,,5.0,4.0,4.0,4.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4254270,81.0,4.0,139  EIGHTH ST ,4.0,,03,4.0,1960.0,2017.0
2148,5.0,7,111,3.0,4.0,4.0,11/29/2017,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4254280,74.0,4.0,2700  LAWRENCE AVE E,3.0,,21,4.0,1957.0,2017.0
2149,4.0,3,22,,4.0,4.0,12/01/2017,3.0,4.0,4.0,3.0,,5.0,4.0,4.0,4.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4269869,75.0,3.0,110  COTTONWOOD DR ,4.0,4.0,16,3.0,1959.0,2017.0
2150,3.0,11,185,4.0,3.0,2.0,01/31/2019,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,19,3.0,3.0,TCHC,Evaluation needs to be conducted in 1 year,4285972,62.0,3.0,4110  LAWRENCE AVE E,3.0,,24,3.0,1972.0,2017.0
2151,,3,30,3.0,3.0,4.0,01/17/2018,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,17,4.0,,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4286300,68.0,3.0,270  MILAN ST ,4.0,,13,3.0,2005.0,2018.0
2152,4.0,19,371,3.0,3.0,3.0,12/20/2018,4.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,18,,2.0,PRIVATE,Evaluation needs to be conducted in 1 year,4270721,63.0,3.0,105  WEST LODGE AVE ,3.0,,04,4.0,1965.0,2018.0
2153,,3,12,,4.0,3.0,12/18/2017,4.0,3.0,4.0,4.0,,5.0,2.0,3.0,3.0,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4279693,67.0,3.0,332  CHISHOLM AVE ,3.0,,19,4.0,1952.0,2017.0
2154,3.0,3,11,,5.0,3.0,02/05/2019,4.0,4.0,4.0,5.0,,5.0,4.0,3.0,5.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4285160,79.0,4.0,3  WINGREEN CRT ,3.0,4.0,16,4.0,1950.0,2018.0
2155,,7,195,4.0,4.0,4.0,11/08/2017,4.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,18,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4270534,73.0,4.0,105  CLEMENT RD ,4.0,,02,4.0,1981.0,2017.0
2156,,3,28,,4.0,3.0,03/08/2019,3.0,3.0,3.0,4.0,,5.0,3.0,4.0,3.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4245700,71.0,5.0,26  BALMORAL AVE ,4.0,,12,3.0,1930.0,2017.0
2157,,3,11,,5.0,5.0,12/28/2018,4.0,5.0,4.0,5.0,,5.0,4.0,5.0,5.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4261715,89.0,5.0,6  OAKBURN CRES ,5.0,4.0,18,3.0,1945.0,2017.0
2158,,3,11,,5.0,5.0,12/28/2018,4.0,4.0,4.0,5.0,,5.0,5.0,5.0,5.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4261717,91.0,5.0,10  OAKBURN CRES ,5.0,4.0,18,4.0,1945.0,2017.0
2159,4.0,9,128,4.0,3.0,3.0,12/01/2017,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4244521,71.0,3.0,255  MAIN ST ,3.0,4.0,19,4.0,1969.0,2017.0
2160,4.0,3,22,,3.0,3.0,03/13/2019,3.0,3.0,2.0,4.0,,4.0,2.0,3.0,3.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4250622,62.0,5.0,1 A  VERMONT AVE ,3.0,3.0,11,2.0,1913.0,2017.0
2161,4.0,18,202,4.0,4.0,4.0,03/13/2019,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4231973,78.0,4.0,1  CANYON AVE ,5.0,3.0,06,4.0,1960.0,2017.0
2162,,3,11,,4.0,4.0,03/04/2019,4.0,3.0,4.0,4.0,,5.0,3.0,4.0,4.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4290884,78.0,4.0,5  ROSSEAU RD ,4.0,4.0,06,4.0,1960.0,2018.0
2163,,5,28,,5.0,4.0,01/17/2019,3.0,4.0,3.0,3.0,,3.0,5.0,4.0,4.0,14,,,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4269424,77.0,5.0,793  GERRARD ST E,4.0,,14,3.0,1950.0,2017.0
2164,,3,11,,3.0,3.0,03/07/2018,4.0,3.0,3.0,3.0,,5.0,3.0,3.0,4.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4329040,67.0,3.0,18  ROSSEAU RD ,3.0,,06,4.0,1949.0,2018.0
2165,,3,11,,3.0,3.0,03/07/2018,4.0,3.0,3.0,3.0,,5.0,3.0,3.0,4.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4329042,66.0,3.0,22  ROSSEAU RD ,3.0,3.0,06,4.0,1949.0,2018.0
2166,,4,27,,3.0,4.0,03/14/2018,3.0,3.0,4.0,3.0,,5.0,3.0,3.0,3.0,14,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4332678,69.0,4.0,36  MAITLAND ST ,4.0,,13,3.0,1920.0,
2167,4.0,4,29,4.0,4.0,4.0,03/01/2019,4.0,4.0,4.0,4.0,,5.0,4.0,4.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4255639,80.0,3.0,3892  BATHURST ST ,4.0,4.0,06,4.0,1958.0,2017.0
2168,4.0,4,90,5.0,4.0,4.0,01/23/2019,3.0,3.0,3.0,4.0,,5.0,5.0,4.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4228923,81.0,5.0,200  RIDLEY BLVD ,4.0,4.0,08,4.0,1957.0,2017.0
2169,,4,13,,5.0,4.0,01/18/2019,4.0,4.0,5.0,4.0,,5.0,4.0,4.0,3.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4281929,83.0,5.0,7  BEXHILL CRT ,3.0,4.0,02,3.0,1952.0,2017.0
2170,4.0,22,236,4.0,4.0,4.0,10/25/2017,4.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,19,4.0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4219140,74.0,4.0,620  MARTIN GROVE RD ,3.0,,02,4.0,2011.0,2017.0
2171,,3,20,,4.0,4.0,02/25/2019,3.0,4.0,4.0,4.0,,5.0,4.0,4.0,4.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4269313,80.0,4.0,996  DANFORTH RD ,4.0,4.0,20,4.0,1958.0,2017.0
2172,,7,73,4.0,4.0,4.0,01/09/2018,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,17,4.0,4.0,TCHC,Evaluation needs to be conducted in 2 years,4167451,73.0,3.0,125  QUEENS WHARF RD ,3.0,,10,3.0,1990.0,2017.0
2173,4.0,3,54,,3.0,3.0,01/16/2019,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,17,,3.0,TCHC,Evaluation needs to be conducted in 1 year,4167463,59.0,3.0,184  RIVER ST ,3.0,,13,3.0,2006.0,2017.0
2174,,6,72,,,,,,,,,,,,,,0,,,TCHC,Evaluation needs to be conducted in 1 year,4167697,53.0,,365  PARLIAMENT ST ,,,13,,1980.0,2017.0
2175,4.0,19,244,3.0,4.0,4.0,10/10/2017,3.0,4.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4167698,74.0,5.0,40-50  ALEXANDER ST ,3.0,,13,4.0,1963.0,2017.0
2176,4.0,18,244,4.0,4.0,4.0,10/10/2017,4.0,5.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4167700,78.0,5.0,40-50  ALEXANDER ST ,3.0,,13,4.0,1963.0,2017.0
2177,,3,12,,3.0,3.0,01/15/2019,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,15,,3.0,TCHC,Evaluation needs to be conducted in 1 year,4167701,61.0,4.0,417  GERRARD ST E,3.0,,13,4.0,1980.0,2017.0
2178,,8,150,3.0,3.0,4.0,12/29/2017,3.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,18,4.0,3.0,TCHC,Evaluation needs to be conducted in 2 years,4152688,71.0,4.0,120  TOWN HAVEN PL ,3.0,,20,4.0,1989.0,2017.0
2179,4.0,6,79,4.0,4.0,4.0,12/14/2018,4.0,4.0,4.0,4.0,,5.0,4.0,4.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152690,81.0,4.0,709  KENNEDY RD ,4.0,4.0,20,4.0,1958.0,2017.0
2180,3.0,6,82,3.0,4.0,4.0,11/15/2017,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152711,68.0,4.0,875  KENNEDY RD ,3.0,,21,3.0,1961.0,2017.0
2181,3.0,6,46,3.0,4.0,4.0,01/09/2019,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152720,74.0,4.0,1555  BIRCHMOUNT RD ,3.0,,21,4.0,1950.0,2017.0
2182,4.0,6,106,4.0,4.0,4.0,01/09/2018,3.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,18,,4.0,TCHC,Evaluation needs to be conducted in 3 years,4153124,83.0,4.0,679  QUEENS QUAY  W,5.0,,10,5.0,1988.0,2017.0
2183,,4,27,,3.0,2.0,03/06/2019,3.0,3.0,2.0,2.0,,2.0,2.0,2.0,3.0,14,,,PRIVATE,Building Audit,4153149,50.0,4.0,225  GLADSTONE AVE ,2.0,,09,3.0,1911.0,2019.0
2184,3.0,24,381,3.0,3.0,3.0,10/18/2017,4.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153598,67.0,4.0,77  HOWARD ST ,3.0,,13,3.0,1969.0,2017.0
2185,,6,41,4.0,4.0,4.0,01/24/2019,4.0,4.0,4.0,4.0,,5.0,4.0,4.0,4.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153603,80.0,3.0,451  BLOOR ST E,4.0,4.0,13,4.0,1948.0,2018.0
2186,5.0,23,287,4.0,4.0,4.0,01/11/2019,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,20,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4153606,84.0,5.0,10  HOGARTH AVE ,4.0,3.0,14,4.0,1968.0,2017.0
2187,,3,31,,3.0,3.0,11/15/2017,4.0,4.0,5.0,3.0,,5.0,3.0,4.0,3.0,15,,5.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153612,73.0,3.0,818  BROADVIEW AVE ,3.0,,14,4.0,1950.0,2017.0
2188,2.0,4,20,,3.0,3.0,12/14/2018,3.0,3.0,2.0,4.0,,5.0,3.0,4.0,5.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154131,69.0,5.0,30  COSBURN AVE ,3.0,,14,3.0,1965.0,2017.0
2189,4.0,20,109,5.0,3.0,4.0,11/30/2017,3.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154140,70.0,3.0,1010  BROADVIEW AVE ,3.0,,14,3.0,1971.0,2017.0
2190,3.0,12,120,4.0,3.0,3.0,01/15/2019,4.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,20,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154631,71.0,3.0,6010  BATHURST ST ,3.0,3.0,06,4.0,1969.0,2017.0
2191,3.0,4,120,4.0,4.0,4.0,01/22/2019,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,20,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154634,72.0,4.0,1875  STEELES AVE W,4.0,3.0,06,4.0,1972.0,2017.0
2192,3.0,14,170,3.0,3.0,3.0,01/30/2019,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4154639,62.0,3.0,601  FINCH AVE W,3.0,3.0,06,3.0,1969.0,2017.0
2193,3.0,12,143,4.0,4.0,3.0,02/07/2019,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154641,71.0,4.0,12  GOLDFINCH CRT ,3.0,3.0,06,4.0,1969.0,2017.0
2194,3.0,6,71,3.0,4.0,4.0,01/29/2019,3.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154649,69.0,4.0,4854  BATHURST ST ,3.0,3.0,06,4.0,1961.0,2017.0
2195,,3,11,,3.0,2.0,01/23/2019,3.0,3.0,3.0,3.0,,4.0,3.0,3.0,3.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4154656,63.0,5.0,312  DOUGLAS AVE ,3.0,,08,3.0,1951.0,2017.0
2196,,4,46,,3.0,4.0,03/07/2019,3.0,4.0,4.0,4.0,,5.0,2.0,4.0,4.0,15,,2.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155013,71.0,4.0,240  NORTHCLIFFE BLVD ,4.0,,09,4.0,1930.0,2017.0
2197,,3,29,,5.0,3.0,03/07/2019,3.0,3.0,3.0,3.0,,5.0,2.0,3.0,3.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4155014,63.0,3.0,345  WESTMOUNT AVE ,3.0,,09,3.0,1952.0,2017.0
2198,5.0,4,39,,4.0,4.0,03/01/2019,4.0,3.0,3.0,3.0,,5.0,4.0,5.0,3.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155020,79.0,5.0,330  WINNETT AVE ,4.0,4.0,12,4.0,1971.0,2017.0
2199,4.0,8,106,5.0,4.0,4.0,02/26/2019,4.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155030,78.0,5.0,795  VAUGHAN RD ,4.0,,12,4.0,1966.0,2017.0
